transaction_id,account_id,date,amount,merchant,raw_category
67c0518b-17ef-4621-881c-79d4c27437eb,YYDQ32353068856846,2024-11-23 21:08:56,3510.39,"romero, moreno and martinez",healthcare
79db7862-8d7d-4772-a08e-2f5c61177270,PNUP80964583744959,2024-10-04 19:51:38,4264.7,watts llc,clothing
b3eda8f1-026b-4383-a301-ec030e5d8c6a,PKEC35317555928974,2023-07-12 18:53:01,3256.33,craig and sons,fitness
d867888b-7ff6-4824-952a-eaec2bdfcb41,RWOI11486267511997,2023-10-19 23:30:46,3845.97,ford-harrison,savings
54ce26be-c8cc-42c2-a518-a4186f14b3f6,NIKH49655156419678,2023-10-02 10:23:31,3605.6,martinez plc,clothing
f94d8fcb-dba3-496f-ba32-3f6990dbfad6,TNHX00935820163015,2024-06-02 19:08:57,1079.04,oconnor-adams,clothing
eb4d8f42-8735-40a2-a511-09611869a217,SPUU22422848349276,2023-04-15 01:22:19,2260.52,jordan-ward,transport
e6b9d31a-361f-4d90-bad1-fa330ae4ac11,NRBS84601804033480,2023-07-14 14:54:14,1146.33,hudson-collins,grocery
9118c400-e336-4243-b139-c476de3ce88b,CKHO35866715544605,2023-11-13 13:45:08,1697.96,"allen, brennan and newton",entertainment
ec95b3ac-0beb-4c34-8566-7c4879ba630a,HSEM09674627205364,2023-08-09 05:24:38,2270.23,richards-escobar,utilities
47c68688-ecf3-4053-af36-b8cc13087974,TSCD92856728502155,2024-09-23 10:45:03,2082.87,stephens ltd,education
a879d8f8-9042-4eb7-8b04-0f53e63949d4,XZUV38307755821262,2024-04-30 06:20:57,479.95,joyce-powell,electronics
d9b59f84-edc3-41c3-adea-2d2d086c405f,NIGT56784460789075,2023-07-26 08:02:44,2136.69,"hernandez, martinez and smith",utilities
3508507a-f622-4842-8402-2b3c508211a5,CVZS91981775512944,2024-05-22 13:07:09,3327.21,mendoza-duncan,entertainment
d218c9d6-c093-4fb0-a4e9-bcfd9647ff9f,DZJT25316498283859,2023-02-02 22:54:43,1874.63,"hawkins, moore and simmons",shopping
edcabf94-65f6-4a53-9226-a8b3b674410d,PIOO65659070554943,2023-04-09 17:32:39,767.43,wells inc,clothing
905f9096-2996-46e2-8c9d-690713b22cec,UJHY68771569220949,2024-10-27 21:17:03,4615.31,"walker, fisher and shepherd",travel
d9750f00-d5ab-48ae-9112-fbc03d8f95f4,BPMW34153597710011,2023-11-15 13:12:58,340.33,johnson llc,shopping
8a624cbd-e582-4678-ad52-29dd639fc471,KUIO73494314872255,2024-10-04 08:32:54,4159.7,"garrison, kelly and moore",healthcare
bd5ff093-c16f-4bcc-a243-bed754ec3f33,OQKM41354741685573,2024-05-18 01:30:47,470.68,"griffin, jackson and johnson",transport
b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,TVKE32855580957947,2024-07-03 17:54:57,487.34,hall-franco,utilities
bed63da0-8033-45c2-9413-d64db962c8a7,LQDU66028413623347,2023-08-28 10:11:57,3695.29,"greene, dixon and terrell",electronics
1901ef87-0dbf-4caf-988a-3f87f96d40f8,AJAO14697147973418,2024-08-25 11:19:51,4059.79,wolf ltd,grocery
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,LWKS50837456017039,2023-11-05 19:27:42,2784.07,peters-martinez,transport
9d264599-c4dd-4df5-9aec-56a857311609,MDAC75900170679490,2024-12-08 19:07:58,2934.39,perez llc,travel
f80b2cea-658e-44a2-9879-cf35f4719986,PRNW92855162159389,2023-05-10 03:16:38,2810.12,bonilla group,grocery
a255e1bb-0795-4c1f-938d-6b8cc607b1e9,NOMV35367355896070,2024-04-04 23:38:49,1651.58,kramer plc,travel
735741e5-fe1a-4ba9-8896-9c5b45f8c28d,OEER83413351390143,2024-08-13 17:50:33,615.55,lane-hall,clothing
8d93e14a-5b16-4158-ba67-470c7d98302f,BTOJ27493663579671,2024-11-14 06:42:33,1771.22,lee llc,shopping
2f8c83e5-6e8d-4644-a01b-fbcbf0eebcce,WIQA30073565826082,2024-05-22 20:18:10,3328.38,roberson-williams,clothing
614c721d-a921-4b4c-95fb-e976ae007b7e,KFVN37941288669112,2023-12-21 02:09:31,3752.67,parrish group,healthcare
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,VEGZ21425261197892,2023-12-28 20:20:22,4341.12,frazier-robinson,utilities
12d15585-b68e-47fa-bf17-5534cc4d5819,KZTJ65744653255441,2024-06-07 04:55:50,3606.7,robinson llc,healthcare
6147adeb-277b-4667-8499-d0a615007170,DQDZ85136738052038,2023-05-27 15:13:55,4842.15,velez-dean,grocery
277eb0aa-a247-441d-88ad-0899b630794d,UURD93768418471462,2023-09-18 00:28:08,3004.05,"douglas, lane and burgess",travel
5c56d9bc-5111-431d-a3be-441dbd5a0c9e,FACI83335401127283,2024-05-27 18:41:18,1761.47,cox-walker,utilities
f165d779-0154-4950-976d-e21f1b46ebdc,MAGA87647709067618,2023-07-24 04:33:48,2891.7,"wood, welch and butler",clothing
c2e79a98-5c23-4d8d-b1da-35b94eea9db8,HYOM29507671621720,2023-09-03 03:45:54,1067.63,"allen, smith and brown",travel
16591c89-21eb-4aa9-9a2b-d69c450f69ee,JRQQ68041869303264,2024-06-13 06:41:49,3285.4,ortiz-scott,grocery
8e969227-72e7-4b51-ae54-ac6d2ff8e87e,UKZM49674199160539,2024-02-06 00:50:37,1125.1,beltran-french,healthcare
1a7167c7-6875-4545-832f-52c48e0370cf,VAMZ49097034251970,2024-11-24 17:22:48,545.55,nichols and sons,savings
8de1596c-5a9a-406a-96f1-42a206b919aa,DRCX58913682967074,2024-11-24 15:28:59,4227.64,"swanson, taylor and carroll",healthcare
c8d0f9e5-9919-45ea-98d0-0c2c17d30f32,FDKH19362526022169,2023-02-14 14:48:17,1840.97,ryan-torres,savings
0328c136-629e-43d8-9d1c-a267530ddda6,XYAR87548029335838,2023-03-25 10:22:37,3814.22,stewart-giles,food
c777a07f-6346-44ef-a9ef-74e34ab6821c,JGVT10657351745469,2023-09-18 13:43:01,2872.63,ingram plc,clothing
8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,GYWW51021401283319,2024-05-10 12:52:13,4037.07,brewer-clarke,entertainment
3e245fbf-fa69-4cd2-be23-90f3e7bbaefc,KLQU97990359717717,2023-06-03 08:55:15,4226.55,bowers plc,entertainment
af70de70-2b69-495e-8567-1b58926bffa5,WAGB56870941246051,2024-01-05 14:31:23,4872.86,lester inc,housing
44d7df9a-238b-45b7-ab64-777c6177a771,MIRZ38953376841876,2024-04-10 07:29:02,4093.04,mcdonald-douglas,healthcare
255bfc1c-7e3d-4ee4-84b6-4ec14d16f049,OOVN00643459731730,2023-04-08 03:53:53,3069.8,"ewing, white and ramirez",food
46a56fe8-6f46-41b1-aace-1aa9103246b3,HHFI96757451048480,2023-03-01 05:38:47,3215.28,munoz-schwartz,shopping
c85cd714-7bf6-4552-8cbc-90446bcd5ce7,SJWO31815605427079,2024-09-21 20:50:45,136.14,"anderson, miller and anderson",utilities
f1b88d65-406f-44d6-9c72-aebd13b11e59,YSLS47611107976475,2024-12-04 17:48:39,4645.78,macias-burke,savings
7eece88d-a002-452a-b88c-ddde3f2086c2,JVXL65728972269348,2023-05-27 14:45:51,4148.16,hurley-gardner,utilities
75366b9f-320f-42c0-9dde-01889803b22e,KIVA39098468560669,2024-08-20 04:44:46,1340.9,"phillips, williams and gould",grocery
01bb819c-4dfe-4117-a2af-711f1b628a9d,XTFU61382687097777,2023-11-09 10:55:43,906.18,"calhoun, carter and smith",healthcare
d773f98d-550c-4fe9-a54c-11d9f2e61828,TLOB39962637792711,2024-05-14 05:51:37,3514.98,macias-gonzalez,healthcare
dcb9075e-cdd7-4460-a140-77d39ec4ea48,BOYH51289622068243,2024-11-07 20:17:32,1548.38,snyder-adams,grocery
6e3cdd4f-55b1-45e4-b0b2-7304545cd88d,FHGV30239934460606,2024-11-27 07:32:01,1702.42,dean-mclaughlin,entertainment
a6aa59e5-dc08-4f29-92d3-3488d0c30018,SIWH06952357865294,2024-02-13 00:50:35,35.5,"washington, hernandez and dixon",savings
4ce953a7-22d9-4db3-982a-2277f966d59f,CEQK37006448854875,2024-09-29 10:45:39,4349.96,moore-morris,electronics
b1fead13-f280-4f1d-9a6c-0db952171c88,HDDS80425542805376,2023-09-19 20:44:04,2833.77,"lee, cohen and johnson",healthcare
2d79a2d1-506e-40c7-baa0-61e9336b00cb,YJEL50786887860203,2024-12-04 16:51:15,2006.92,jennings group,travel
51b30182-f7fe-404f-a5f3-0779f6ee5cdb,XSEF13170195866399,2024-06-23 17:26:40,713.66,nelson and sons,grocery
a205e54f-b1e8-409d-bc20-b9f24a9c589e,VERZ79872873142495,2024-11-10 11:01:27,3167.69,johnson-young,travel
c82f78fd-936c-431c-b7bf-52447db2a7aa,ZNFS17964416033288,2023-05-15 16:57:15,158.13,"gonzalez, ward and vaughan",electronics
47c1c017-6045-4909-936d-47d73e0f84ce,QAPA05102874512022,2024-02-19 03:03:38,3731.83,"blair, pearson and sanchez",healthcare
5d71a898-6497-4593-892e-8c93d105c8d6,XWUY01754541648792,2024-05-15 02:51:41,1079.59,hall and sons,entertainment
33261887-9058-41df-ae9b-f3e11d27c09a,VWCB46627501526974,2024-10-27 23:23:36,2102.06,howell group,grocery
2e0fb5b3-8bae-491e-bf4c-c10f979c30cf,IFBH60785483309587,2023-02-08 01:00:16,1707.78,nguyen-kim,clothing
06e3f949-8cd3-4c62-8482-9b71ae84b81c,EHWR36806014579232,2023-11-20 08:32:45,1853.42,"quinn, mendoza and vaughn",grocery
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,MPCI85819701501967,2023-11-25 17:42:32,3609.37,goodwin and sons,entertainment
cc351e4f-703e-457f-b5ab-8466b5578b00,TPVE09251920182852,2024-04-06 09:52:09,3885.29,"morse, cooper and baker",entertainment
11b461e9-b15d-472d-94ce-e27c4a94ae9f,HHWE97049379582915,2023-02-15 13:06:59,2840.13,scott inc,savings
cb881c32-cbb0-4a8b-9908-a121d1a7ba20,RULK11639714920757,2023-08-20 06:55:09,429.36,"solis, stephens and ward",healthcare
23a13e20-7fd2-45ee-ac48-436668bd80d7,JWDZ42487396262591,2023-12-06 22:49:03,267.78,"lucero, ross and gonzalez",fitness
40afbf3f-3df5-4967-8d86-70bda2224f96,QRHW12497736772443,2023-07-26 12:56:23,791.26,gonzalez group,education
6c521d13-b719-4b68-a775-ee42a89e22f2,UJGU54978729657156,2024-10-28 13:02:03,3091.1,ramos-sanchez,healthcare
72f60958-12ef-4101-a082-786fca00ef58,YWJH80299034804247,2024-05-25 07:43:51,3371.47,"phelps, garcia and moyer",electronics
950df1a0-7aaf-4001-9912-316afd9e8e20,SNBU00940916573762,2023-12-24 01:49:29,1364.15,bennett-alexander,shopping
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,JFMM22549203693091,2023-08-29 15:19:00,3311.38,rios-jones,food
6b15c11b-b113-450b-9ea0-50c6eb9ed274,WIUB15273117226414,2023-07-01 08:24:33,2430.88,evans-jackson,fitness
f7eae66e-ca6c-4f9b-8969-71018b2c550a,PKNS00184293359847,2023-03-09 20:04:38,2213.01,"webb, bailey and chen",shopping
cff2b1c4-e53f-4644-b39e-4df25c0a1feb,ZJFF98359667715390,2023-08-09 07:08:33,1369.47,"mckenzie, jones and clark",savings
ea163354-a35f-49c1-9804-95628972abbd,ZFFN24736500329909,2023-08-21 03:35:48,3775.94,"burgess, hardy and willis",healthcare
3f8c1097-c4da-4c2e-9bff-a27915c1604f,BWUB64761442787355,2024-08-09 16:21:15,573.52,roberts-carroll,entertainment
2a9528c3-5ae1-4bad-aa29-60fda85894df,IVBW42316979206754,2024-05-13 10:58:16,2152.42,diaz-smith,savings
902f3465-0b57-4720-9cd8-758ba5a1c825,SHTG43969045392528,2025-01-20 08:14:39,1419.82,rodriguez group,food
a590fd3c-ad6e-4c57-a520-c3d0fbcdbf5e,PRWH57338133073453,2024-01-19 05:07:47,3394.04,"mcmahon, sawyer and hess",healthcare
54e38579-c0af-4193-b780-ef2f664d5922,UVGB23641224740985,2024-09-05 08:51:25,2435.73,ibarra inc,utilities
1b1f2eb1-6e32-45a8-8bd5-cc86f73936e9,GWOF03350516023251,2024-10-10 23:50:44,3337.33,parker plc,grocery
38d5101f-423c-4d9d-993e-478302b34254,APWC55587094042245,2024-05-07 16:05:54,231.86,"baker, jennings and jones",housing
8ed8a80d-84cf-4e39-bf31-c29f82bbad84,MJCC99255125380781,2023-12-20 23:10:45,1979.34,edwards plc,grocery
38958939-9342-409f-b00a-c64c949cd8d4,SCHX50534941971575,2025-01-14 15:31:30,2998.63,"martin, carter and williams",fitness
768b4f7e-6421-4e66-9fc6-4cd0721e8b1f,LPDM63282463061621,2024-06-10 17:51:33,43.4,"king, smith and ball",housing
b0c07fcc-96ad-44df-adf7-5924c5b8386b,VVRV56352007615042,2024-05-19 08:03:45,1510.59,roth-moore,education
ff69723d-584f-485b-a697-384d801e8690,BKTR68569771433608,2024-02-12 03:18:28,1060.11,contreras inc,travel
4ba17233-1ac3-4f31-bb96-e2d10649bcf6,BXYS01014610392788,2025-01-11 13:28:45,690.49,vazquez-santos,savings
15fa9483-f633-4c2d-aba9-00e16a7d5d96,QRDR93046163881687,2024-12-24 02:55:25,1281.32,ward-kelley,entertainment
baeb286b-f0d0-470f-94d1-3d551db6b844,WRXL18569050965688,2024-01-10 21:57:43,1643.97,koch-alexander,utilities
57d337d3-4fd8-4bbb-992c-11072444d301,YFMP28007272081472,2024-06-06 01:10:00,43.61,day-dennis,electronics
8567c805-34f5-41c0-88c5-eb2a7490adeb,UGOG56407830830697,2024-10-18 15:10:00,3736.34,reynolds-edwards,entertainment
18fdd2b9-79e5-49aa-992a-35497ba109d0,QYTS95145498367146,2023-04-04 04:00:02,882.6,cunningham ltd,savings
73d39457-b25f-43df-b8d4-9848702ba49f,PISB66886751857116,2024-12-06 08:26:56,1904.14,watkins group,fitness
0b705933-4cde-4b6b-9132-567c51a40d2a,JLNB59563431807392,2024-11-23 07:04:18,3519.84,lopez and sons,housing
05c8234b-1d76-4a66-b5f5-9cb0cf685878,AXBE58565337773031,2023-09-23 13:39:37,2503.81,salas ltd,utilities
1bff3142-a5e1-4b55-97d3-f4ddd963dc72,MPWR71926154872012,2023-12-29 18:41:41,4167.6,morrison and sons,housing
ee0f65a8-2a13-4c1f-8cd0-15c1ad5900dd,IVBE54550054908099,2023-11-16 19:18:33,4031.97,"berry, pierce and young",utilities
84182d35-3e71-4433-bd90-b81afbe0e6b8,RGSP67388724616303,2023-02-25 11:49:26,365.02,hubbard llc,education
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,ZZYJ38300091435294,2023-12-03 20:23:09,4309.51,russell plc,fitness
76492e64-f55d-4e6d-ad26-8b378f5242d3,THAP41799654662897,2024-02-04 09:53:59,216.3,bryant group,travel
a137f8e4-67b1-4040-8c39-b9253b5ae288,WGLD89622527560022,2024-09-25 20:27:24,98.61,"mendez, smith and reynolds",electronics
a84554c3-a3f6-4c61-afb7-0dab2f383b43,HBEH40567712515890,2024-06-16 17:35:03,4606.21,ray group,entertainment
bcc57be0-0779-450a-a544-e3136ea05d13,IDQU28051666081239,2023-01-25 22:37:40,4311.24,"crawford, peters and perkins",fitness
7317591a-3283-4aa4-a212-ab7c9d361cb6,EPQR44790986361527,2023-02-03 20:31:18,2880.92,bryan group,housing
0123a348-638a-4df6-adf7-2cd3979aa051,MTKR44420224824886,2024-08-27 16:58:37,2869.13,"campbell, reyes and jimenez",travel
47419b48-34ae-4abd-b6fc-e0acb4698db3,GXCH73714503118026,2024-08-16 04:16:59,3548.95,combs inc,entertainment
cbc72f1a-cf08-4a54-b429-9924c0986750,VMUS14193960610471,2025-01-14 07:55:59,2091.38,"chase, henry and thomas",travel
ccac2fb5-1a0c-4c04-93cd-129110042d82,QSXD19925692476883,2023-04-01 12:47:11,580.29,fritz and sons,education
5da49cb9-2fdc-4992-8971-8eeadf3a098a,JCBH41413181181405,2023-06-05 09:55:50,109.18,turner group,food
1d2c2721-7522-4646-b273-75bf5373bf4d,CWWH25179044708560,2024-06-30 11:16:21,1627.22,ingram-thomas,electronics
7d4ed26e-dcd5-4fae-abb3-16a743299780,SXIZ06714878310314,2024-03-23 04:33:07,4007.6,"shaw, clark and burton",transport
503b4078-a39c-4ec6-b746-4c02871854c1,ZZLY64572275794074,2023-02-06 06:47:57,3092.54,rice inc,utilities
647dc392-9c7e-4575-a37d-dcd698d3148b,AHGO44999870933913,2023-02-07 02:46:48,4160.97,perkins-benson,shopping
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,MXTJ12641060326753,2023-05-12 13:01:02,4599.25,allen llc,healthcare
2c2ac34b-9e0b-4b01-b536-59efd873dad9,CWUR05763101089654,2023-09-10 21:36:03,445.21,"smith, adkins and moore",shopping
ccf4ffb0-b4bb-473f-ac70-51d1d051267f,NZDF53606400474867,2023-06-22 10:41:49,4223.2,scott-butler,shopping
97154633-9d4e-4b71-ab2e-c80e4c255823,TJRM98948481703610,2023-03-15 20:03:29,1220.37,brandt-hayes,entertainment
502cf0ee-224a-46a6-ac0f-680115b24e1d,BOZO01773759493307,2024-11-14 17:00:10,2946.41,"wright, trevino and solomon",healthcare
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,QDDC71960049021444,2024-03-28 04:56:06,2622.19,munoz plc,savings
243012da-b185-4eb8-9f90-fc872edc017e,CZLK96743338496552,2024-10-15 10:06:34,1981.85,martinez-patel,clothing
98af5cca-6b11-47cb-a372-542482c56b21,HSDP03353004999266,2023-03-27 02:13:45,1554.82,dean and sons,grocery
6c4c450b-623a-40fc-9326-7d25234b4562,LGXM19773173946248,2025-01-20 09:44:30,1700.87,bradley llc,clothing
8991b01a-a2b0-4c4b-bc96-6b552f8d8ded,PWXE38586539276871,2023-02-18 11:25:50,1668.68,anderson ltd,transport
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,IWCH49317967060558,2023-02-01 23:23:56,844.82,gill-strong,electronics
2ab7b2ef-8e0e-4033-ac59-1da8fff96acf,UDPH57921162506989,2024-05-11 01:53:24,2554.86,flores and sons,shopping
2fe5b140-23ea-4956-89f1-137d7d592e19,GLYI64639897014557,2024-02-18 08:40:17,574.56,english llc,utilities
9e91a71c-7374-4cbf-978c-57d3508850d3,AHTW34271866925529,2023-05-26 05:40:45,2552.21,"henry, jones and benton",travel
f3abea0d-5be9-4db3-9d92-dd7c0db977a9,UBKA92600011015616,2024-08-08 18:23:25,4530.08,"wilson, kelley and white",travel
31f3f0c0-22f3-4068-bc0f-549d02740f73,CSOG84498121300882,2024-06-02 17:41:45,1750.13,richardson llc,savings
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,UYGQ46990867233104,2023-10-31 13:27:15,3638.26,rogers and sons,electronics
68bd075b-7eb6-481e-a72f-947d816462cb,VIQD77365561922188,2024-07-15 19:26:34,4095.65,nunez-gilbert,food
b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,EEAN31864176130236,2024-12-11 17:17:47,4076.11,smith-gould,fitness
2ad11fe8-7d1b-495e-b1a0-449dd703262f,IYDW69368359916764,2023-07-08 05:45:04,1185.16,"spencer, gutierrez and willis",grocery
cbbed980-07e6-4cb0-90bd-e9001529e6f5,AHEH91932528267126,2023-07-06 03:16:34,736.49,powell-allen,fitness
085eb489-4ac6-4780-b874-9f3cc2d49b56,THOS49995225296444,2023-09-20 20:42:03,990.37,phillips inc,fitness
49e64c22-89a0-47eb-b98f-569b465cc2cb,VQIY36868111433064,2023-07-10 20:34:27,3013.98,cox-white,clothing
90ce77e9-7513-43b9-87de-96ea2b0fbe44,ATWQ05877155590627,2023-11-27 20:12:35,3802.28,sellers-ortiz,clothing
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,QPTB25912046372162,2023-10-11 08:40:57,3279.27,myers-brown,housing
929d6377-1cfb-455f-82c4-2e488cbadae5,XMMX03235841802955,2025-01-01 02:36:13,889.84,munoz-russell,shopping
8b0901ab-c66d-4eb3-8494-5e091d3ca5a4,VTSS77379395795519,2024-11-26 22:17:50,3865.38,"romero, hall and phillips",grocery
8ac35ac4-5dea-4737-bdab-3441d2c2a960,UEIX74111736703862,2024-11-22 12:59:21,2473.11,fox-smith,shopping
c28fa16b-0aa6-4cb9-81bc-be59d296a12d,LMUO61125842330080,2024-05-11 00:40:45,3773.46,robbins-jenkins,utilities
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,LMHB82924828732107,2024-08-13 20:08:03,3800.59,andrews ltd,electronics
bc69c155-1a37-46bd-acd6-f011fd61f13b,VWQQ31273654852207,2023-08-31 13:21:39,2247.28,anthony-cox,food
3f5e3b8c-c058-4da5-a757-075bd47f83b1,EACT70842874162796,2024-01-03 16:53:30,4621.15,rios group,education
0840405a-ffd2-4491-9ff3-89aa4c36a70c,YGUM51295551005108,2023-01-30 15:53:27,2824.64,keller-conway,electronics
dcb91d5f-593c-472b-8347-dbca7321a8b2,DTJW84226230036072,2023-06-08 20:22:37,3178.32,rodgers-washington,transport
dd83ad03-7066-4289-9644-84a0d1151fff,EHKB28303424375391,2024-04-01 20:22:37,3124.49,"bender, perez and hall",utilities
cfd7f3b9-c68f-4ba5-9e0d-02b5fe7402cd,NYSE80916631669687,2023-04-26 21:51:13,4321.91,smith llc,housing
bcd4344f-cf8a-468e-b5ba-93573ca87f31,XVJA33045441061664,2024-06-03 11:40:44,3137.95,martin-holmes,transport
dc6dafff-59c2-4153-b06b-0f0c96822e22,SOAA84458015176429,2023-12-02 19:13:12,759.03,"garcia, brown and rivera",healthcare
6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,NWFQ09241150509699,2023-06-13 02:29:14,346.09,butler ltd,housing
c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,WNDX31525523228058,2024-06-20 14:56:32,2213.83,"herrera, giles and mason",housing
ce315937-34fa-42b6-9043-7e4c34e50699,RGOU74354047625395,2023-07-21 22:41:05,1517.59,simpson-foster,fitness
88438de2-59cf-4b0d-91f0-647d0f321333,BYDC15255862778882,2023-11-15 03:29:54,1376.99,blackwell inc,grocery
2b1ac76c-89ec-4c51-98cb-aa5247f53019,MBHC74890304588097,2023-10-05 17:38:08,285.58,"franklin, watts and clay",housing
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,DRNC42293554592055,2024-10-30 12:37:19,2539.15,"williams, christian and wright",fitness
f3d04ffb-4470-4848-929e-cc924a11be44,SNOK77991137983045,2024-04-06 11:01:12,1555.49,ramos-johnson,transport
e67093a0-fc48-4615-83b0-b35cdba6fdf8,ONEO45116089589701,2024-08-06 20:29:37,2262.31,miller-wilson,clothing
22b5f457-1860-4d28-90af-b235ade68f51,LVFF13368960083476,2023-10-07 08:00:44,289.17,davis-thompson,food
695e5ea9-c923-4c64-8006-2b5bf67839b2,VXCE89899307461139,2023-12-17 11:54:44,4159.32,"parks, thomas and brown",travel
46feacd4-fe13-43cd-8f2d-5c15eb346d3a,TYUP99271560338788,2024-01-15 02:55:51,388.27,edwards plc,savings
b390b059-207b-4e21-a7e8-d18eddf6d4ac,VLEQ58986818439763,2024-07-16 08:20:54,4321.93,"walker, roth and martinez",housing
257035db-3fea-490a-a1f8-072dddb7570e,BWSA07379499944574,2024-05-20 03:28:05,4277.19,"harding, brown and morrow",shopping
3f5fbf4f-d417-4230-9274-ee11b61df906,ZJID07692626543475,2024-04-10 10:59:13,3076.97,shaw-mclaughlin,shopping
64880945-ad1d-4537-97f3-4368c2efeecb,SDWM04359839859079,2024-11-09 19:08:49,2537.8,miller-morgan,healthcare
a1e518a2-93d2-48d4-a465-5c397d4d2add,WZSN58578375681678,2024-01-27 17:27:23,2316.24,hale-ibarra,clothing
600b4b35-6a0a-47d5-a0b8-575544caa5a2,JGJV07307177613500,2023-03-11 07:18:15,2773.81,williams-fisher,grocery
cb6ad0c7-a235-4dd4-9355-08d073b5bad5,PQRG69223385403369,2023-08-25 12:51:44,3960.13,mendoza group,entertainment
67213a70-17d5-4f59-84d5-98f7e14fe093,STKE85023126532735,2024-07-24 18:01:31,4479.9,waller-rivers,grocery
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,WVWK14972490322347,2024-06-24 15:31:56,2251.42,hunter and sons,electronics
7466ef02-5e7b-42c8-a097-dedbefb3b939,PCJN95093555570200,2024-11-22 22:18:14,4050.03,"king, martin and johnson",fitness
94fb09f0-53c9-4ae7-bcf0-7bb3f343d9eb,NDPI13644594761218,2024-09-20 00:51:23,3260.93,drake-martinez,shopping
d8dff535-c62d-4aea-9e70-bd3000a21367,SHVT12706507612228,2024-07-06 13:53:35,1611.03,zimmerman-martin,shopping
f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,UHUW05644685304555,2024-09-03 20:39:24,2380.77,morales inc,grocery
b28187c4-aa05-4442-a284-e8fd755cee2a,ZKSK02635607778943,2023-12-25 10:41:13,758.55,"king, rojas and griffin",grocery
cbb18c79-1036-408d-99a0-90075bb47c18,HUEP63990460082369,2024-02-23 08:45:47,314.06,alvarez ltd,travel
f7d7465d-37c3-43c9-a5d0-b51788d00abd,MXVE69022209755061,2024-08-27 10:07:34,521.99,velez llc,entertainment
7ea5a387-363b-45cb-9329-37246dfd171a,OYTB67015120039344,2024-08-10 09:22:55,4496.14,"scott, lopez and wilson",food
48998e5f-d40e-43ce-92a7-4a4144bed486,TBON97216218333919,2023-11-05 15:20:39,1720.47,moore plc,savings
216e9fe5-93f3-4596-8c1c-8b0556771f36,FSMZ92105307122600,2024-01-05 02:14:13,3573.01,brown inc,healthcare
c9ce44bd-7c3f-4add-9a38-5db590eeb067,REEQ37742705498578,2023-08-17 15:47:16,2525.22,"anderson, mcneil and mason",housing
c3231466-aebb-490e-a4e7-51de57ff51d9,ROZF82063228012698,2024-09-28 12:34:16,866.93,"green, palmer and lopez",healthcare
a04d4d14-197d-4ae1-8bc2-ea720c648ca2,BJIN65895247609606,2024-04-13 10:32:24,1242.48,"kaiser, stewart and alexander",transport
042b03ca-75a7-4686-9632-1d31c8acffcf,IOEW45257378747788,2023-09-11 18:12:52,2191.6,"galloway, arias and vasquez",grocery
28719b9b-db8f-4e32-adef-50031fce01e3,IAOA94657770612988,2023-10-09 22:10:53,2199.91,green-shea,shopping
fde91c42-002c-4c22-b4de-5f7070f81dba,TOER42680928261641,2023-05-28 06:36:53,2616.13,parrish-white,grocery
fee5ce69-33cb-402e-ad84-414df54191ea,OAAK37186056688031,2024-02-27 18:31:21,797.94,"erickson, kerr and brown",fitness
e1d46f82-21c5-4e41-a8ce-e951b0478ea4,WUMM47951279831242,2024-03-18 20:59:35,1867.4,"martin, mcintosh and morris",transport
dfda35b2-28b2-4f21-8d47-0ed6a6663769,RVLH54160199198480,2024-09-12 10:20:37,1418.05,davis inc,entertainment
17e52113-4626-43be-a068-8849eec71a30,QOAW17086715207710,2024-05-31 20:30:47,2046.8,"wilson, yang and mays",housing
1519830c-4019-4303-9c45-7e4da79313b8,PJBJ33689579672461,2023-05-24 08:45:45,1695.14,aguilar-alexander,healthcare
a61f0b96-e75f-445a-aa1d-3fc65f31273d,VBKC10900701785020,2023-09-26 04:54:51,2991.44,heath group,food
a0279a18-6576-4410-8d41-ee472a5fda18,LBEL49723920102975,2024-08-26 23:38:04,3947.19,wood-smith,shopping
c156e501-b30e-46e8-b9da-5f8c4e35da80,TZTP47539659744252,2023-02-27 00:32:49,3238.29,"howe, snow and johnson",shopping
1758d47e-a7cd-4143-ade2-14293bf0d9c1,MVVV94204164153740,2024-12-12 18:28:25,334.23,gonzalez-foster,shopping
36a2c52b-0047-4139-985d-f528b4258e19,ZZVL13379376699768,2024-03-19 15:12:36,477.06,white-nash,savings
